n=94   E_DFT=   22.731822  Re=  122.380105  Im= 1509.146528
n=95   E_DFT=   22.731822  Re=  121.935247  Im= -118.991069
n=96   E_DFT=   23.816681  Re=  112.202243  Im= -778.436238
n=97   E_DFT=   23.816681  Re=  114.158379  Im=  850.378283
n=98   E_DFT=   25.030279  Re=   90.080651  Im=-97314.962698
n=99   E_DFT=   25.030279  Re=   96.399369  Im=98375.011588

k-point 19:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.468367  Re=  -97.306065  Im=-139706.841701
n=1    E_DFT=  -65.468364  Re=  -88.237863  Im=-144834.750732
n=2    E_DFT=  -42.219225  Re=   -4.838124  Im=-1937177.329075
n=3    E_DFT=  -42.204416  Re=  -12.460797  Im=3080850.380482
n=4    E_DFT=  -39.715679  Re=  -34.107629  Im=-2361747.009568
n=5    E_DFT=  -39.696202  Re=  -26.587631  Im=2332162.730303
n=6    E_DFT=  -39.570621  Re=   39.259741  Im=-540470.417287
n=7    E_DFT=  -39.568904  Re=   39.688840  Im=-452173.554389
n=8    E_DFT=  -17.545462  Re=   98.594887  Im=-147457.789437
n=9    E_DFT=  -17.506055  Re=   95.704366  Im=-166482.470254
n=10   E_DFT=  -17.368641  Re=  157.146762  Im=92898.026011
n=11   E_DFT=  -17.365583  Re=  158.928353  Im=60950.320624
n=12   E_DFT=  -10.630584  Re= -630.675738  Im=411633.292678
n=13   E_DFT=  -10.619143  Re= -649.191149  Im=385942.857699
n=14   E_DFT=  -10.254308  Re=  182.894864  Im=-1136112.627566
n=15   E_DFT=  -10.244386  Re=  188.913953  Im=-1173865.129750
n=16   E_DFT=   -9.147467  Re=  274.328625  Im=-207040.731960
n=17   E_DFT=   -9.142131  Re=  251.768725  Im=-274546.510696
n=18   E_DFT=   -8.577057  Re= -718.311526  Im=1059040.498168
n=19   E_DFT=   -8.560041  Re= -678.044261  Im=1060864.279412
n=20   E_DFT=   -7.703407  Re= -683.010752  Im=-1846464.410748
n=21   E_DFT=   -7.638029  Re= -711.495309  Im=-1905193.775203
n=22   E_DFT=   -7.117241  Re=-1576.648223  Im=128963.461506
n=23   E_DFT=   -7.105360  Re=-1631.012332  Im=140913.215462
n=24   E_DFT=   -5.867653  Re= -306.048806  Im=-4318616.622477
n=25   E_DFT=   -5.764841  Re= -348.245176  Im=-4150577.762945
n=26   E_DFT=   -3.108351  Re=  492.110665  Im=13256128.376102
n=27   E_DFT=   -3.088702  Re=  383.697363  Im=13816893.294164
n=28   E_DFT=   -2.527630  Re= 1496.901022  Im=-3211508.881681
n=29   E_DFT=   -2.424771  Re= 1320.341493  Im=-2726288.612692
n=30   E_DFT=   -2.018789  Re= 1998.481693  Im=1177263.813047
n=31   E_DFT=   -2.013993  Re= 1986.417923  Im=1245865.740182
n=32   E_DFT=   -0.900245  Re=  478.262220  Im=360606.432325
n=33   E_DFT=   -0.871182  Re=  452.585926  Im=419853.875789
n=34   E_DFT=    1.945956  Re=  -33.448319  Im=419800.601002
n=35   E_DFT=    1.983573  Re=   20.540055  Im=387363.241397
n=36   E_DFT=    3.821254  Re=  -19.061592  Im=341494.494378
n=37   E_DFT=    3.848380  Re=   -6.858069  Im=596152.825923
n=38   E_DFT=    3.878472  Re=   -2.884515  Im=565474.992318
n=39   E_DFT=    3.888883  Re=    2.642727  Im=315068.363475
n=40   E_DFT=    4.941539  Re=   72.836127  Im=-728957.408739
n=41   E_DFT=    4.945488  Re=   37.859103  Im=-481986.119769
n=42   E_DFT=    5.062533  Re=  415.975337  Im=-1564602.588754
n=43   E_DFT=    5.065578  Re=  436.701074  Im=-1748836.807560
n=44   E_DFT=    5.970859  Re=  623.241026  Im=2134737.720053
n=45   E_DFT=    5.985588  Re=  643.203503  Im=2310828.535111
n=46   E_DFT=    7.712102  Re=  -14.684630  Im=-285785.207511
n=47   E_DFT=    7.716247  Re=  -15.585882  Im=-265437.275578
n=48   E_DFT=    8.225852  Re= -642.964641  Im=-288769.778486
n=49   E_DFT=    8.236298  Re= -647.290163  Im=-290660.527478
n=50   E_DFT=    9.059441  Re=  151.488197  Im=-532020.171216
n=51   E_DFT=    9.065211  Re=  164.997067  Im=-538418.351331
n=52   E_DFT=    9.639266  Re=-1268.723651  Im=1801703.162469
n=53   E_DFT=    9.642214  Re=-1255.532675  Im=1707401.510343
n=54   E_DFT=   10.407415  Re= -208.674337  Im=-791679.693928
n=55   E_DFT=   10.439784  Re= -216.885940  Im=-897411.203558
n=56   E_DFT=   11.974973  Re=  303.313995  Im=-533678.812531
n=57   E_DFT=   11.982249  Re=  309.071666  Im=-630361.097687
n=58   E_DFT=   13.134240  Re=  503.057682  Im=-317213.318163
n=59   E_DFT=   13.137577  Re=  517.356955  Im=-291367.214966
n=60   E_DFT=   13.174721  Re=  834.994950  Im=117265.200600
n=61   E_DFT=   13.179389  Re=  827.160878  Im=140221.903864
n=62   E_DFT=   14.314038  Re= -126.341039  Im=-322137.108031
n=63   E_DFT=   14.317395  Re= -119.457201  Im=-302829.906433
n=64   E_DFT=   14.782147  Re=   92.968450  Im=-291362.596110
n=65   E_DFT=   14.823557  Re=   82.448293  Im=-222306.776536
n=66   E_DFT=   15.868744  Re=  252.143496  Im=-273094.901880
n=67   E_DFT=   15.902543  Re=  244.875059  Im=-325066.354306
n=68   E_DFT=   16.231168  Re=   55.578061  Im=52554.118627
n=69   E_DFT=   16.237863  Re=   38.549505  Im=45967.115438
n=70   E_DFT=   16.957430  Re= -607.288549  Im=-271413.203064
n=71   E_DFT=   16.962785  Re= -603.460617  Im=-307711.864477
n=72   E_DFT=   17.403844  Re= -512.148292  Im=-156681.011479
n=73   E_DFT=   17.455892  Re= -509.776559  Im=-71929.799751
n=74   E_DFT=   17.926368  Re=  210.240996  Im=-598537.781108
n=75   E_DFT=   17.928264  Re=  225.694355  Im=-588394.237119
n=76   E_DFT=   18.305848  Re=  275.546388  Im=-247482.985659
n=77   E_DFT=   18.308614  Re=  272.784282  Im=-226648.105333
n=78   E_DFT=   19.025700  Re=   21.512671  Im=290996.813487
n=79   E_DFT=   19.025796  Re=   23.417045  Im=301458.829198
n=80   E_DFT=   19.939298  Re=  272.970273  Im=-845234.069663
n=81   E_DFT=   19.940026  Re=  264.526592  Im=-815591.033446
n=82   E_DFT=   19.999140  Re=  -75.296936  Im=314828.959033
n=83   E_DFT=   20.005200  Re=  -70.027257  Im=278649.623890
n=84   E_DFT=   21.135545  Re=   71.219797  Im=179997.946123
n=85   E_DFT=   21.153852  Re=   64.764072  Im=193378.206985
n=86   E_DFT=   21.528327  Re=  -42.335753  Im=-360320.435169
n=87   E_DFT=   21.532851  Re=  -43.312343  Im=-377981.896140
n=88   E_DFT=   22.096331  Re= -149.961484  Im=796498.396840
n=89   E_DFT=   22.098256  Re= -143.558081  Im=784187.406578
n=90   E_DFT=   22.640330  Re=  444.829159  Im=-183542.197967
n=91   E_DFT=   22.645717  Re=  445.565950  Im=-190002.305061
n=92   E_DFT=   22.798624  Re=  -60.610357  Im=-185639.083539
n=93   E_DFT=   22.799402  Re=  -64.880726  Im=-119136.655908
n=94   E_DFT=   23.679963  Re= -103.972882  Im=494500.332947
n=95   E_DFT=   23.683924  Re= -107.466484  Im=481681.276894
n=96   E_DFT=   23.952060  Re=  255.513057  Im=-932519.132977
n=97   E_DFT=   23.979209  Re=  235.277260  Im=-933327.331134
n=98   E_DFT=   24.160324  Re=   42.503970  Im=252081.170039
n=99   E_DFT=   24.160692  Re=   39.928733  Im=251879.448527

k-point 20:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.468366  Re=  -27.315761  Im=112313.789396
n=1    E_DFT=  -65.468363  Re=  -36.145636  Im=106265.238117
n=2    E_DFT=  -42.219225  Re=  -42.235939  Im=-2586068.211119
n=3    E_DFT=  -42.204416  Re=  -37.479352  Im=3997597.822633
n=4    E_DFT=  -39.715678  Re=   -4.727924  Im=-2831730.195303
n=5    E_DFT=  -39.696201  Re=  -11.503503  Im=2688187.499818
n=6    E_DFT=  -39.570623  Re=  -47.379448  Im=-688328.850113
n=7    E_DFT=  -39.568905  Re=  -60.439481  Im=-22567.334290
n=8    E_DFT=  -17.545461  Re= -111.861266  Im=-184397.608853
n=9    E_DFT=  -17.506054  Re= -116.641330  Im=-193860.317899
n=10   E_DFT=  -17.368635  Re= -639.741413  Im=464291.169651
n=11   E_DFT=  -17.365577  Re= -634.179540  Im=445273.716472
n=12   E_DFT=  -10.630580  Re=   35.434212  Im=297519.051939
n=13   E_DFT=  -10.619139  Re=   33.150486  Im=317143.914342
n=14   E_DFT=  -10.254313  Re=  470.026698  Im=-1271453.590281
n=15   E_DFT=  -10.244391  Re=  458.362855  Im=-1388016.619491
n=16   E_DFT=   -9.147469  Re= -684.486901  Im=-1273092.865423
n=17   E_DFT=   -9.142133  Re= -669.639006  Im=-1230399.268510
n=18   E_DFT=   -8.577069  Re=  395.799445  Im=694851.547828
n=19   E_DFT=   -8.560053  Re=  404.313576  Im=663383.594519
n=20   E_DFT=   -7.703412  Re=  216.871853  Im=-1746681.243520
n=21   E_DFT=   -7.638034  Re=  231.752791  Im=-1882251.312970
n=22   E_DFT=   -7.117234  Re= 1073.137244  Im=445535.217923
n=23   E_DFT=   -7.105353  Re= 1076.775658  Im=360935.130202
n=24   E_DFT=   -5.867649  Re=  105.564614  Im=-2611033.747304
n=25   E_DFT=   -5.764836  Re=  113.831774  Im=-2380900.481545
n=26   E_DFT=   -3.108348  Re=  591.999002  Im=11687491.256503
n=27   E_DFT=   -3.088699  Re=  602.038077  Im=11492818.762304
n=28   E_DFT=   -2.527631  Re= -481.352667  Im=-3536433.799056
n=29   E_DFT=   -2.424772  Re= -470.717685  Im=-3658223.947297
n=30   E_DFT=   -2.018795  Re=-2342.343366  Im=-1724019.747082
n=31   E_DFT=   -2.013999  Re=-2420.849357  Im=-1750886.703563
n=32   E_DFT=   -0.900253  Re=  584.341417  Im= 3130.185837
n=33   E_DFT=   -0.871190  Re=  540.966226  Im=-43858.410797
n=34   E_DFT=    1.945957  Re=   -3.330722  Im=-1001965.992570
n=35   E_DFT=    1.983574  Re=  -23.706379  Im=-977549.827825
n=36   E_DFT=    3.821254  Re=  236.794929  Im=275818.838240
n=37   E_DFT=    3.848379  Re=  388.164063  Im=-412662.143653
n=38   E_DFT=    3.878471  Re=  381.502696  Im=-275740.916119
n=39   E_DFT=    3.888885  Re=  217.749988  Im=226554.408979
n=40   E_DFT=    4.941519  Re=  128.365188  Im=-1652744.517931
n=41   E_DFT=    4.945468  Re=  168.962247  Im=-1504952.354591
n=42   E_DFT=    5.062527  Re= -945.514981  Im=2965930.748861
n=43   E_DFT=    5.065572  Re= -941.981993  Im=2943117.736374
n=44   E_DFT=    5.970865  Re=  307.247322  Im=2257423.149625
n=45   E_DFT=    5.985594  Re=  338.046424  Im=2172460.098232
n=46   E_DFT=    7.712113  Re=  227.188351  Im=282454.040500
n=47   E_DFT=    7.716259  Re=  229.841012  Im=259836.933564
n=48   E_DFT=    8.225872  Re=  209.784654  Im=356842.378294
n=49   E_DFT=    8.236318  Re=  201.934784  Im=311953.858405
n=50   E_DFT=    9.059451  Re=  -80.323220  Im=339232.141894
n=51   E_DFT=    9.065222  Re=  -81.982396  Im=352345.066784
n=52   E_DFT=    9.639269  Re=  351.595186  Im=-2706316.280208
n=53   E_DFT=    9.642215  Re=  352.552851  Im=-2638267.353767
n=54   E_DFT=   10.407413  Re=  215.936341  Im=-332045.748838
n=55   E_DFT=   10.439782  Re=  207.498483  Im=-326135.402281
n=56   E_DFT=   11.974975  Re=  -88.149846  Im=1079167.202708
n=57   E_DFT=   11.982251  Re=  -87.636667  Im=1204663.808282
n=58   E_DFT=   13.134244  Re=  -90.487812  Im=452750.316124
n=59   E_DFT=   13.137581  Re=  -84.242015  Im=433313.872218
n=60   E_DFT=   13.174716  Re=   63.718822  Im=-286820.002769
n=61   E_DFT=   13.179383  Re=   68.426958  Im=-300122.651897
n=62   E_DFT=   14.314035  Re=    0.557860  Im=361603.812239
n=63   E_DFT=   14.317391  Re=   -4.200807  Im=354480.502577
n=64   E_DFT=   14.782142  Re=  -87.760623  Im=-729777.376719
n=65   E_DFT=   14.823552  Re=  -85.548848  Im=-727095.925667
n=66   E_DFT=   15.868752  Re=  337.203814  Im=-792322.268112
n=67   E_DFT=   15.902550  Re=  344.973355  Im=-872186.755535
n=68   E_DFT=   16.231166  Re=   53.918448  Im=93663.029052
n=69   E_DFT=   16.237861  Re=   60.701438  Im=104065.126365
n=70   E_DFT=   16.957427  Re=  889.180517  Im=88750.684962
n=71   E_DFT=   16.962782  Re=  895.726832  Im=95326.141242
n=72   E_DFT=   17.403827  Re=  295.611979  Im=252103.993304
n=73   E_DFT=   17.455875  Re=  283.314795  Im=340250.020930
n=74   E_DFT=   17.926369  Re=  280.674054  Im=693074.466439
n=75   E_DFT=   17.928265  Re=  297.980160  Im=630304.288078
n=76   E_DFT=   18.305841  Re=  -13.201582  Im=-407613.230997
n=77   E_DFT=   18.308608  Re=  -12.322476  Im=-416146.935453
n=78   E_DFT=   19.025695  Re=  150.206580  Im=53784.647317
n=79   E_DFT=   19.025791  Re=  151.255984  Im=64025.034844
n=80   E_DFT=   19.939291  Re=  100.766957  Im=499700.146479
n=81   E_DFT=   19.940019  Re=   99.202930  Im=512442.541284
n=82   E_DFT=   19.999142  Re=   28.351476  Im=890057.788961
n=83   E_DFT=   20.005202  Re=   30.786684  Im=878678.484498
n=84   E_DFT=   21.135562  Re=  228.969205  Im=57042.850275
n=85   E_DFT=   21.153871  Re=  229.222815  Im=62800.154710
n=86   E_DFT=   21.528353  Re=  125.505581  Im=1067376.458711
n=87   E_DFT=   21.532877  Re=  124.310096  Im=1094373.024036
n=88   E_DFT=   22.096338  Re=  407.646411  Im=-1012124.537186
n=89   E_DFT=   22.098263  Re=  412.896035  Im=-1033842.144782
n=90   E_DFT=   22.640345  Re= -384.089745  Im=267527.385978
n=91   E_DFT=   22.645732  Re= -374.480371  Im=297963.333587
n=92   E_DFT=   22.798641  Re= -254.617762  Im=998614.692105
n=93   E_DFT=   22.799418  Re= -218.965956  Im=995016.120354
n=94   E_DFT=   23.679970  Re=  163.742596  Im=-420108.030396
n=95   E_DFT=   23.683931  Re=  176.218612  Im=-369340.420585
n=96   E_DFT=   23.952070  Re= -833.963775  Im=-504328.810505
n=97   E_DFT=   23.979218  Re= -765.508290  Im=-543174.712576
n=98   E_DFT=   24.160320  Re=  -21.879830  Im=-1931876.418415
n=99   E_DFT=   24.160688  Re=  -20.531598  Im=-1944924.257377

k-point 21:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.500819  Re=  -21.653797  Im=-30387.768657
n=1    E_DFT=  -65.500819  Re=  -21.525950  Im=30394.960591
n=2    E_DFT=  -42.217310  Re=  -81.547318  Im=10457504.577339
n=3    E_DFT=  -42.217310  Re=  -79.740014  Im=-9064404.799751
n=4    E_DFT=  -39.734210  Re=  -66.041408  Im=-6793789.256142
n=5    E_DFT=  -39.734210  Re=  -62.667408  Im=6849164.789594
n=6    E_DFT=  -39.546669  Re=  -97.035204  Im=7117302.176289
n=7    E_DFT=  -39.546669  Re=  -94.090746  Im=-8499602.815301
n=8    E_DFT=  -17.504562  Re=  -23.318124  Im=-4435.067781
n=9    E_DFT=  -17.504562  Re=  -24.987660  Im= 5438.586658
n=10   E_DFT=  -17.384373  Re=  -23.311123  Im=-34478.713946
n=11   E_DFT=  -17.384373  Re=  -20.633623  Im=32716.820796
n=12   E_DFT=  -11.087338  Re=  -13.683960  Im=-5891.474831
n=13   E_DFT=  -11.087338  Re=  -13.258414  Im= 5364.838568
n=14   E_DFT=  -10.190441  Re=   -8.628132  Im= 5201.966197
n=15   E_DFT=  -10.190441  Re=   -9.254566  Im=-5824.188252
n=16   E_DFT=   -9.410904  Re=  -20.083249  Im=-74544.236096
n=17   E_DFT=   -9.410904  Re=  -22.617101  Im=63540.006970
n=18   E_DFT=   -8.453010  Re=  -19.413761  Im=-8329.379734
n=19   E_DFT=   -8.453010  Re=    0.509113  Im=-3706.237934
n=20   E_DFT=   -7.297411  Re=  -13.804379  Im=-163146.515388
n=21   E_DFT=   -7.297411  Re=    0.521863  Im=157424.275644
n=22   E_DFT=   -6.243191  Re=  -12.380406  Im=-42866.863706
n=23   E_DFT=   -6.243191  Re=   -8.053802  Im=34714.106976
n=24   E_DFT=   -5.976798  Re=  -30.670785  Im=-32824.554353
n=25   E_DFT=   -5.976798  Re=  -27.047090  Im=33757.907380
n=26   E_DFT=   -3.055304  Re=    5.755902  Im=-184135.704677
n=27   E_DFT=   -3.055304  Re=    0.227203  Im=254077.230658
n=28   E_DFT=   -2.541874  Re=   93.891697  Im=31329.679663
n=29   E_DFT=   -2.541874  Re=   86.067072  Im=-98641.506359
n=30   E_DFT=   -1.458378  Re=   16.714869  Im=-599128.858611
n=31   E_DFT=   -1.458378  Re=   20.113167  Im=608150.338018
n=32   E_DFT=   -1.066723  Re=  -28.461830  Im=222279.254594
n=33   E_DFT=   -1.066723  Re=   24.257333  Im=-231279.737819
n=34   E_DFT=    1.125871  Re=   10.852289  Im=15943.585314
n=35   E_DFT=    1.125871  Re=   15.172399  Im=-16286.481145
n=36   E_DFT=    2.577515  Re=    8.388557  Im=-4254.042205
n=37   E_DFT=    2.577515  Re=    1.751552  Im= 5091.880210
n=38   E_DFT=    3.216071  Re=   35.185635  Im= 6539.330446
n=39   E_DFT=    3.216071  Re=   33.301320  Im=-9922.562003
n=40   E_DFT=    4.435338  Re=   -2.249633  Im=114943.293081
n=41   E_DFT=    4.435338  Re=   -5.269883  Im=-111499.252498
n=42   E_DFT=    4.984539  Re=   21.380270  Im=95556.113205
n=43   E_DFT=    4.984539  Re=    8.183765  Im=-94401.020087
n=44   E_DFT=    6.011770  Re=    6.053691  Im=-22033.054251
n=45   E_DFT=    6.011770  Re=    7.580233  Im=18006.181565
n=46   E_DFT=    8.328525  Re=   21.268144  Im= 4148.566944
n=47   E_DFT=    8.328525  Re=   19.108840  Im=-4000.731501
n=48   E_DFT=    9.001863  Re=   14.642307  Im= 3071.983133
n=49   E_DFT=    9.001863  Re=   12.802242  Im=-3448.799401
n=50   E_DFT=   10.392910  Re=   29.699301  Im=-123355.642984
n=51   E_DFT=   10.392910  Re=   32.295046  Im=139320.061152
n=52   E_DFT=   10.404018  Re=   27.034371  Im=-5607.988138
n=53   E_DFT=   10.404018  Re=   25.033529  Im=-10348.338026
n=54   E_DFT=   11.851126  Re=    9.681099  Im=-18808.599332
n=55   E_DFT=   11.851126  Re=   11.319172  Im=19342.768338
n=56   E_DFT=   12.074707  Re=   14.399843  Im=-9281.011057
n=57   E_DFT=   12.074707  Re=   16.999089  Im= 8393.873609
n=58   E_DFT=   12.784666  Re=   16.163065  Im=-4572.482773
n=59   E_DFT=   12.784666  Re=   20.880593  Im= 4647.571407
n=60   E_DFT=   13.416474  Re=   37.663662  Im=-20557.365946
n=61   E_DFT=   13.416474  Re=   37.588263  Im=20476.030872
n=62   E_DFT=   14.106291  Re=   57.652957  Im= 1981.941716
n=63   E_DFT=   14.106291  Re=   57.920377  Im=-1754.354138
n=64   E_DFT=   14.592491  Re=   29.301041  Im= 5882.148931
n=65   E_DFT=   14.592491  Re=   29.230328  Im=-4217.542288
n=66   E_DFT=   15.006409  Re=   67.522956  Im=-12939.112595
n=67   E_DFT=   15.006409  Re=   69.080659  Im= 7760.127794
n=68   E_DFT=   15.654714  Re=   21.335278  Im=29650.034672
n=69   E_DFT=   15.654714  Re=   26.396607  Im=-24201.442914
n=70   E_DFT=   16.398692  Re=   54.206751  Im= 9875.429143
n=71   E_DFT=   16.398692  Re=   53.742052  Im=-14071.864871
n=72   E_DFT=   16.419676  Re=   54.232257  Im=-29335.883893
n=73   E_DFT=   16.419676  Re=   54.340110  Im=34161.695996
n=74   E_DFT=   18.887435  Re=  126.801051  Im=-136366.520493
n=75   E_DFT=   18.887435  Re=  118.633737  Im=140606.071242
n=76   E_DFT=   18.937913  Re=   14.906504  Im=-114704.183898
n=77   E_DFT=   18.937913  Re=   24.014000  Im=106842.206940
n=78   E_DFT=   19.532499  Re=  299.035036  Im=-1354.713963
n=79   E_DFT=   19.532499  Re=  298.267286  Im= 1085.103035
n=80   E_DFT=   19.790918  Re=   35.996983  Im=-4590.970649
n=81   E_DFT=   19.790918  Re=   46.520312  Im=-1782.966804
n=82   E_DFT=   19.854085  Re=  301.584703  Im= -726.911607
n=83   E_DFT=   19.854085  Re=  298.646586  Im=10080.345873
n=84   E_DFT=   20.240113  Re=   37.898159  Im=   67.014394
n=85   E_DFT=   20.240113  Re=   40.282499  Im=  -89.282844
n=86   E_DFT=   20.890375  Re=  226.022652  Im= 2572.623493
n=87   E_DFT=   20.890375  Re=  226.992928  Im=-2809.674840
n=88   E_DFT=   21.657671  Re=  192.832616  Im=-4064.647368
n=89   E_DFT=   21.657671  Re=  189.174043  Im= 4041.367877
n=90   E_DFT=   22.354583  Re=   56.527562  Im=14536.673866
n=91   E_DFT=   22.354583  Re=   54.776585  Im=-12973.856829
n=92   E_DFT=   22.450994  Re=   78.494355  Im=  343.672068
n=93   E_DFT=   22.450994  Re=   80.895513  Im=-1072.898149
n=94   E_DFT=   22.731799  Re=  122.907662  Im=-4278.218932
n=95   E_DFT=   22.731799  Re=  122.741418  Im= 4011.642007
n=96   E_DFT=   23.816731  Re=  102.125765  Im= 8668.389725
n=97   E_DFT=   23.816731  Re=  102.099983  Im=-8577.879853
n=98   E_DFT=   25.030316  Re=   98.677952  Im=-51206.939848
n=99   E_DFT=   25.030316  Re=   96.306640  Im=52494.738773

k-point 22:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.468366  Re=  -49.953424  Im=107873.818950
n=1    E_DFT=  -65.468363  Re=  -58.354863  Im=102404.782253
n=2    E_DFT=  -42.219225  Re=  -93.664677  Im=-862721.375617
n=3    E_DFT=  -42.204416  Re=  -78.189284  Im=2368153.832199
n=4    E_DFT=  -39.715678  Re=  -87.753982  Im=-1116481.449394
n=5    E_DFT=  -39.696201  Re=  -96.733498  Im=1340901.708166
n=6    E_DFT=  -39.570623  Re=  -91.206421  Im=-803034.420466
n=7    E_DFT=  -39.568905  Re=  -87.531381  Im=-262605.621741
n=8    E_DFT=  -17.545461  Re=   63.289802  Im=-211380.811452
n=9    E_DFT=  -17.506054  Re=   67.954272  Im=-219157.737615
n=10   E_DFT=  -17.368635  Re=  596.438663  Im=302255.082726
n=11   E_DFT=  -17.365577  Re=  590.230944  Im=290331.562970
n=12   E_DFT=  -10.630580  Re=  -64.963455  Im=407604.071094
n=13   E_DFT=  -10.619139  Re=  -62.981827  Im=436567.143599
n=14   E_DFT=  -10.254313  Re= -493.324522  Im=-1240100.935815
n=15   E_DFT=  -10.244391  Re= -481.590384  Im=-1347971.026749
n=16   E_DFT=   -9.147469  Re=  649.427250  Im=-1165657.782606
n=17   E_DFT=   -9.142133  Re=  634.439997  Im=-1097481.020039
n=18   E_DFT=   -8.577069  Re= -410.122947  Im=1290227.418949
n=19   E_DFT=   -8.560053  Re= -418.863112  Im=1207327.696236
n=20   E_DFT=   -7.703412  Re= -248.302705  Im=-2371104.504759
n=21   E_DFT=   -7.638034  Re= -263.807957  Im=-2538922.089535
n=22   E_DFT=   -7.117234  Re=-1089.324298  Im=106346.857346
n=23   E_DFT=   -7.105353  Re=-1092.992082  Im=55111.643639
n=24   E_DFT=   -5.867649  Re= -146.118292  Im=-4034730.201873
n=25   E_DFT=   -5.764836  Re= -157.042750  Im=-3773007.954625
n=26   E_DFT=   -3.108348  Re= -441.446425  Im=9473675.855222
n=27   E_DFT=   -3.088699  Re= -465.204969  Im=9268526.972161
n=28   E_DFT=   -2.527631  Re=  529.679346  Im=-2821122.090821
n=29   E_DFT=   -2.424772  Re=  506.861592  Im=-2946450.901826
n=30   E_DFT=   -2.018795  Re= 2352.508952  Im=-912737.207852
n=31   E_DFT=   -2.013999  Re= 2429.906029  Im=-351977.547454
n=32   E_DFT=   -0.900253  Re= -550.348390  Im=3190113.105758
n=33   E_DFT=   -0.871190  Re= -507.470662  Im=3701608.832120
n=34   E_DFT=    1.945957  Re=   19.559453  Im=13962.167589
n=35   E_DFT=    1.983574  Re=   40.022386  Im=31461.770342
n=36   E_DFT=    3.821254  Re= -222.000556  Im=1141660.698221
n=37   E_DFT=    3.848379  Re= -375.805787  Im=840583.703279
n=38   E_DFT=    3.878471  Re= -367.468824  Im=936103.225938
n=39   E_DFT=    3.888885  Re= -201.856912  Im=1080540.458125
n=40   E_DFT=    4.941519  Re=  -93.057247  Im=-1683849.059706
n=41   E_DFT=    4.945468  Re= -133.783912  Im=-1347488.467538
n=42   E_DFT=    5.062527  Re=  966.895431  Im=-173040.889915
n=43   E_DFT=    5.065572  Re=  961.245939  Im=-290965.764134
n=44   E_DFT=    5.970865  Re= -304.123869  Im=2279052.633026
n=45   E_DFT=    5.985594  Re= -331.041517  Im=2301315.634961
n=46   E_DFT=    7.712113  Re= -205.976838  Im=-802962.983953
n=47   E_DFT=    7.716259  Re= -208.363360  Im=-799916.986019
n=48   E_DFT=    8.225872  Re= -189.889468  Im=465176.634127
n=49   E_DFT=    8.236318  Re= -180.804306  Im=419667.051422
n=50   E_DFT=    9.059451  Re=   90.041970  Im=-12885.081449
n=51   E_DFT=    9.065222  Re=   92.386165  Im=-5126.779851
n=52   E_DFT=    9.639269  Re= -307.978823  Im=-767145.831791
n=53   E_DFT=    9.642215  Re= -308.301591  Im=-758463.259583
n=54   E_DFT=   10.407413  Re= -164.433446  Im=-1236460.106931
n=55   E_DFT=   10.439782  Re= -156.767527  Im=-1264252.243480
n=56   E_DFT=   11.974975  Re=  139.373311  Im=1721069.001180
n=57   E_DFT=   11.982251  Re=  135.676959  Im=1876634.556682
n=58   E_DFT=   13.134244  Re=  170.778963  Im=-12016.580931
n=59   E_DFT=   13.137581  Re=  164.381706  Im= 5444.942636
n=60   E_DFT=   13.174716  Re=   -7.514763  Im=205790.947015
n=61   E_DFT=   13.179383  Re=  -15.138009  Im=199567.585202
n=62   E_DFT=   14.314035  Re=   77.899464  Im=-508271.601548
n=63   E_DFT=   14.317391  Re=   83.122775  Im=-511597.798597
n=64   E_DFT=   14.782142  Re=  168.300544  Im=-803303.395328
n=65   E_DFT=   14.823552  Re=  166.551126  Im=-794753.841797
n=66   E_DFT=   15.868752  Re= -185.142890  Im=-1114645.297034
n=67   E_DFT=   15.902550  Re= -193.364086  Im=-1186136.669181
n=68   E_DFT=   16.231166  Re=   26.108583  Im=201973.975236
n=69   E_DFT=   16.237861  Re=   19.416178  Im=197192.259838
n=70   E_DFT=   16.957427  Re= -794.426517  Im=-557626.032538
n=71   E_DFT=   16.962782  Re= -801.302210  Im=-567543.335785
n=72   E_DFT=   17.403827  Re= -173.121950  Im=-496868.582039
n=73   E_DFT=   17.455875  Re= -155.246749  Im=-438047.450451
n=74   E_DFT=   17.926369  Re=  -15.801769  Im=1124860.653754
n=75   E_DFT=   17.928265  Re=  -28.836465  Im=1070828.947235
n=76   E_DFT=   18.305841  Re=  197.582275  Im=-842429.985157
n=77   E_DFT=   18.308608  Re=  197.385096  Im=-840040.651097
n=78   E_DFT=   19.025695  Re=  122.121793  Im=-524320.908423
n=79   E_DFT=   19.025791  Re=  123.668998  Im=-518410.054692
n=80   E_DFT=   19.939291  Re=  200.074503  Im=390912.076217
n=81   E_DFT=   19.940019  Re=  200.448391  Im=393438.455243
n=82   E_DFT=   19.999142  Re=  209.996448  Im=1697166.292290
n=83   E_DFT=   20.005202  Re=  208.538073  Im=1682018.986866
n=84   E_DFT=   21.135562  Re=  200.336945  Im=314228.758737
n=85   E_DFT=   21.153871  Re=  201.744539  Im=335222.732979
