n=99   E_DFT=   24.084713  Re=  119.099990  Im=-399932.594205

k-point 13:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.468367  Re=  -86.188515  Im=-187960.094705
n=1    E_DFT=  -65.468364  Re=  -82.380944  Im=-188416.622733
n=2    E_DFT=  -42.219225  Re=  -22.142153  Im=65458.608583
n=3    E_DFT=  -42.204416  Re=  -53.857697  Im=1198343.390189
n=4    E_DFT=  -39.715679  Re=  -42.562933  Im=-997664.522042
n=5    E_DFT=  -39.696202  Re=  -77.875719  Im=385991.131269
n=6    E_DFT=  -39.570621  Re=   -6.245944  Im=-457731.174318
n=7    E_DFT=  -39.568904  Re=   -2.011481  Im=-620161.917052
n=8    E_DFT=  -17.545462  Re=   61.419751  Im=193828.620721
n=9    E_DFT=  -17.506055  Re=   46.627098  Im=211106.337372
n=10   E_DFT=  -17.368643  Re=  307.231201  Im=52560.001617
n=11   E_DFT=  -17.365585  Re=  311.666486  Im=84533.925472
n=12   E_DFT=  -10.630581  Re= -764.948218  Im=204281.972497
n=13   E_DFT=  -10.619140  Re= -745.252977  Im=253639.294638
n=14   E_DFT=  -10.254302  Re=  146.517302  Im=-998872.462521
n=15   E_DFT=  -10.244380  Re=  168.339846  Im=-1098638.788082
n=16   E_DFT=   -9.147469  Re=  171.331823  Im=62096.038847
n=17   E_DFT=   -9.142133  Re=  182.656343  Im=90781.817883
n=18   E_DFT=   -8.577062  Re=-1656.163448  Im=1444428.222514
n=19   E_DFT=   -8.560046  Re=-1616.880732  Im=1487667.675228
n=20   E_DFT=   -7.703405  Re=  506.750153  Im=-895729.684248
n=21   E_DFT=   -7.638028  Re=  503.114772  Im=-1057961.254676
n=22   E_DFT=   -7.117239  Re=   42.664679  Im=129175.550139
n=23   E_DFT=   -7.105358  Re=   22.180444  Im=48134.278528
n=24   E_DFT=   -5.867652  Re= -699.741869  Im=-2216114.553596
n=25   E_DFT=   -5.764839  Re= -762.507746  Im=-1740704.500802
n=26   E_DFT=   -3.108351  Re=  788.738131  Im=8546324.166148
n=27   E_DFT=   -3.088702  Re=  937.460025  Im=7312332.611942
n=28   E_DFT=   -2.527641  Re=  404.396608  Im=-4255311.500104
n=29   E_DFT=   -2.424782  Re=  499.947327  Im=-4939448.574736
n=30   E_DFT=   -2.018800  Re= 2512.229627  Im=456036.321693
n=31   E_DFT=   -2.014005  Re= 2657.023937  Im=489956.759690
n=32   E_DFT=   -0.900227  Re= -686.162241  Im=229143.825236
n=33   E_DFT=   -0.871164  Re= -577.848978  Im=173830.822689
n=34   E_DFT=    1.945958  Re= -642.214509  Im=-654537.225248
n=35   E_DFT=    1.983574  Re= -662.023971  Im=-641349.620363
n=36   E_DFT=    3.821262  Re=   51.628607  Im=285734.842352
n=37   E_DFT=    3.848386  Re=  242.811585  Im=-45654.910445
n=38   E_DFT=    3.878478  Re=  170.646591  Im=141331.911266
n=39   E_DFT=    3.888893  Re=  -57.809108  Im=454892.524720
n=40   E_DFT=    4.941524  Re=  592.938340  Im=-1513061.043296
n=41   E_DFT=    4.945472  Re=  602.490391  Im=-1594272.758258
n=42   E_DFT=    5.062527  Re=  117.870865  Im=-962797.333871
n=43   E_DFT=    5.065572  Re=  134.855567  Im=-921512.818435
n=44   E_DFT=    5.970867  Re= -289.298203  Im=-573539.897301
n=45   E_DFT=    5.985595  Re= -293.057454  Im=-784211.722801
n=46   E_DFT=    7.712101  Re= -319.008830  Im=346730.013547
n=47   E_DFT=    7.716247  Re= -328.724475  Im=333030.452815
n=48   E_DFT=    8.225860  Re= -558.934618  Im= 8407.369876
n=49   E_DFT=    8.236306  Re= -556.969156  Im=-15110.836318
n=50   E_DFT=    9.059438  Re=  901.309738  Im=378731.629158
n=51   E_DFT=    9.065208  Re=  908.900392  Im=383805.512346
n=52   E_DFT=    9.639270  Re=-1128.402266  Im=1470790.152205
n=53   E_DFT=    9.642217  Re=-1124.544277  Im=1498333.632139
n=54   E_DFT=   10.407411  Re=  354.675147  Im=-242546.278840
n=55   E_DFT=   10.439780  Re=  351.591415  Im=-199894.493700
n=56   E_DFT=   11.974981  Re=  662.772422  Im=1019544.201924
n=57   E_DFT=   11.982258  Re=  671.569796  Im=1126661.485556
n=58   E_DFT=   13.134238  Re=  368.158587  Im=-445499.812048
n=59   E_DFT=   13.137575  Re=  383.792393  Im=-417237.961321
n=60   E_DFT=   13.174711  Re=  686.662727  Im=88687.746162
n=61   E_DFT=   13.179378  Re=  727.463995  Im=46924.502727
n=62   E_DFT=   14.314031  Re= -566.851135  Im=-396664.137163
n=63   E_DFT=   14.317388  Re= -577.485103  Im=-413074.306441
n=64   E_DFT=   14.782139  Re= -168.411320  Im=-515838.631550
n=65   E_DFT=   14.823550  Re= -132.857249  Im=-528165.306069
n=66   E_DFT=   15.868745  Re=  -79.075726  Im=-734604.409860
n=67   E_DFT=   15.902543  Re= -121.600814  Im=-714833.614596
n=68   E_DFT=   16.231161  Re=   80.193365  Im=-19998.619543
n=69   E_DFT=   16.237856  Re=   83.152834  Im=-19283.570578
n=70   E_DFT=   16.957426  Re=-1064.343622  Im=140172.178369
n=71   E_DFT=   16.962780  Re=-1099.047216  Im=164631.813949
n=72   E_DFT=   17.403846  Re= -218.842724  Im=-1580385.349319
n=73   E_DFT=   17.455894  Re= -201.073936  Im=-1516538.829952
n=74   E_DFT=   17.926363  Re=  217.904004  Im=-392417.220189
n=75   E_DFT=   17.928260  Re=  205.071259  Im=-387757.056028
n=76   E_DFT=   18.305843  Re=   40.496219  Im=362667.268121
n=77   E_DFT=   18.308610  Re=   39.211700  Im=346510.771526
n=78   E_DFT=   19.025699  Re= -471.668153  Im=-471340.929475
n=79   E_DFT=   19.025795  Re= -481.521890  Im=-493250.446573
n=80   E_DFT=   19.939299  Re=  -16.398537  Im=1004518.907612
n=81   E_DFT=   19.940027  Re=  -16.273632  Im=989676.538258
n=82   E_DFT=   19.999127  Re=  500.970895  Im=-165259.550050
n=83   E_DFT=   20.005188  Re=  495.948185  Im=-171948.395559
n=84   E_DFT=   21.135549  Re=  204.770883  Im=-286029.310595
n=85   E_DFT=   21.153857  Re=  207.057032  Im=-290575.795506
n=86   E_DFT=   21.528349  Re=   11.880775  Im=228641.890704
n=87   E_DFT=   21.532873  Re=   13.763355  Im=216240.564760
n=88   E_DFT=   22.096333  Re=  192.971022  Im=214968.335140
n=89   E_DFT=   22.098257  Re=  185.842656  Im=210730.746241
n=90   E_DFT=   22.640336  Re=   96.422103  Im=-257667.805153
n=91   E_DFT=   22.645723  Re=   98.648720  Im=-236374.228919
n=92   E_DFT=   22.798631  Re=  354.705049  Im=35030.127821
n=93   E_DFT=   22.799409  Re=  370.886250  Im= 7894.483057
n=94   E_DFT=   23.679967  Re=   -5.219640  Im=818637.050885
n=95   E_DFT=   23.683928  Re=   -5.891357  Im=831438.276205
n=96   E_DFT=   23.952066  Re=  474.033804  Im=698579.566955
n=97   E_DFT=   23.979216  Re=  476.895222  Im=669670.105645
n=98   E_DFT=   24.160319  Re=   33.361283  Im=-353438.861014
n=99   E_DFT=   24.160687  Re=   28.208065  Im=-358263.491242

k-point 14:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.401753  Re=  -76.533730  Im=-146852.667877
n=1    E_DFT=  -65.401749  Re=  -76.687789  Im=-151128.691487
n=2    E_DFT=  -42.229735  Re=  -18.388156  Im=-408917.814437
n=3    E_DFT=  -42.207313  Re=  -45.854393  Im=2025937.402173
n=4    E_DFT=  -39.712518  Re=    3.456523  Im=-1805576.536636
n=5    E_DFT=  -39.665405  Re=  -50.657198  Im=1687784.950251
n=6    E_DFT=  -39.615870  Re=  -23.271992  Im=-1225985.541474
n=7    E_DFT=  -39.600708  Re=  -36.720564  Im=-140992.976419
n=8    E_DFT=  -17.264211  Re= -181.721270  Im=97734.779215
n=9    E_DFT=  -17.213289  Re= -522.932702  Im=165578.951388
n=10   E_DFT=  -17.209746  Re= -513.120737  Im=173516.461153
n=11   E_DFT=  -17.200956  Re= -200.085693  Im=103367.951778
n=12   E_DFT=  -10.766231  Re=  789.950506  Im=-1014823.516720
n=13   E_DFT=  -10.757805  Re=  782.715596  Im=-1113689.853427
n=14   E_DFT=   -9.906112  Re=  -10.373606  Im=-74366.507272
n=15   E_DFT=   -9.870739  Re=  -11.315702  Im=-76813.471523
n=16   E_DFT=   -9.445776  Re= -113.630456  Im=-135413.860228
n=17   E_DFT=   -9.385695  Re= -108.633322  Im=-178942.776385
n=18   E_DFT=   -8.878070  Re=  193.387219  Im=-353323.909976
n=19   E_DFT=   -8.854908  Re=  202.431712  Im=-394430.395975
n=20   E_DFT=   -8.284119  Re=   38.823970  Im=81980.919823
n=21   E_DFT=   -8.234566  Re=   37.949256  Im=53465.468170
n=22   E_DFT=   -7.583150  Re=  788.297815  Im=1206546.041504
n=23   E_DFT=   -7.561274  Re=  767.893517  Im=1228866.720352
n=24   E_DFT=   -5.409091  Re=  352.192885  Im=-1333905.222079
n=25   E_DFT=   -5.275093  Re=  347.369871  Im=-1119900.251801
n=26   E_DFT=   -3.542935  Re= -410.553418  Im=832636.888104
n=27   E_DFT=   -3.539281  Re= -426.060176  Im=817778.585043
n=28   E_DFT=   -2.366516  Re=-1244.020134  Im=-603105.822163
n=29   E_DFT=   -2.336867  Re=-1260.895252  Im=-621810.496391
n=30   E_DFT=   -1.816692  Re=   -1.451411  Im=1861967.358580
n=31   E_DFT=   -1.687885  Re=   13.586560  Im=1819861.050121
n=32   E_DFT=   -0.441932  Re=   16.364643  Im=1550526.429535
n=33   E_DFT=   -0.365453  Re=   24.066577  Im=1510251.383873
n=34   E_DFT=    2.027517  Re= -336.213734  Im=236278.777266
n=35   E_DFT=    2.166009  Re= -345.780886  Im=279910.986896
n=36   E_DFT=    2.546329  Re=   -8.948025  Im=378285.099225
n=37   E_DFT=    2.549616  Re=   -8.786250  Im=361466.046373
n=38   E_DFT=    4.795571  Re=  108.611092  Im=338606.376730
n=39   E_DFT=    4.805630  Re=  111.740132  Im=355985.083781
n=40   E_DFT=    5.763805  Re=  212.733632  Im=403227.221630
n=41   E_DFT=    5.819486  Re=  219.257896  Im=415030.275585
n=42   E_DFT=    6.369919  Re=  133.390830  Im=62129.195652
n=43   E_DFT=    6.388270  Re=  159.756933  Im=66325.398463
n=44   E_DFT=    7.152657  Re= -276.252003  Im=-162106.237398
n=45   E_DFT=    7.168996  Re= -251.156716  Im=-167539.890318
n=46   E_DFT=    7.275098  Re= -422.075635  Im=43127.946118
n=47   E_DFT=    7.335306  Re= -413.441236  Im=23345.776078
n=48   E_DFT=    7.705667  Re=  748.143852  Im=-723468.794869
n=49   E_DFT=    7.735533  Re=  762.482626  Im=-725843.724088
n=50   E_DFT=    7.753142  Re= -326.482369  Im=582001.754744
n=51   E_DFT=    7.772107  Re= -332.239959  Im=578935.729409
n=52   E_DFT=    9.011498  Re=  -99.571120  Im=26461.402920
n=53   E_DFT=    9.011504  Re=  -97.650030  Im=26500.170204
n=54   E_DFT=   10.574251  Re=  154.117378  Im=-90013.806949
n=55   E_DFT=   10.635186  Re=  163.618190  Im=-94850.311131
n=56   E_DFT=   11.716412  Re=  519.354116  Im=-1106681.814527
n=57   E_DFT=   11.720744  Re=  523.932038  Im=-1073895.068861
n=58   E_DFT=   12.955239  Re=  -25.624909  Im=-60897.727951
n=59   E_DFT=   12.958489  Re=  -22.405598  Im=-73681.539021
n=60   E_DFT=   13.252671  Re=  -12.188135  Im=249379.270819
n=61   E_DFT=   13.342427  Re=   36.778320  Im=278440.875670
n=62   E_DFT=   13.364059  Re=   17.054157  Im=284448.180003
n=63   E_DFT=   13.476003  Re=  -36.295637  Im=251713.370126
n=64   E_DFT=   14.107595  Re=  111.351250  Im=229888.125956
n=65   E_DFT=   14.113370  Re=  110.765069  Im=230913.196813
n=66   E_DFT=   14.875279  Re=  362.588672  Im=-50205.887304
n=67   E_DFT=   14.890626  Re=  369.049224  Im=-41428.377938
n=68   E_DFT=   15.448254  Re=  484.922509  Im=-552258.124884
n=69   E_DFT=   15.467093  Re=  476.883337  Im=-545966.860499
n=70   E_DFT=   17.704695  Re=  204.268119  Im=-330147.366388
n=71   E_DFT=   17.719314  Re=  205.673543  Im=-324705.764125
n=72   E_DFT=   19.267540  Re=  -45.184444  Im=-126779.855371
n=73   E_DFT=   19.267695  Re=  -42.090726  Im=-126644.327348
n=74   E_DFT=   20.137514  Re=   90.645468  Im=507666.240029
n=75   E_DFT=   20.164076  Re=  103.013803  Im=498877.597241
n=76   E_DFT=   20.174201  Re=  100.233791  Im=-1064692.969064
n=77   E_DFT=   20.177655  Re=  102.990146  Im=-1071042.532279
n=78   E_DFT=   20.213239  Re=  -34.754027  Im=128733.707745
n=79   E_DFT=   20.220905  Re=  -31.328628  Im=136276.194076
n=80   E_DFT=   20.465450  Re=  205.282562  Im=11478.633449
n=81   E_DFT=   20.480211  Re=  202.355420  Im= 6249.364842
n=82   E_DFT=   20.512609  Re=  158.699218  Im=-53294.430786
n=83   E_DFT=   20.520726  Re=  -71.133632  Im=-90341.129601
n=84   E_DFT=   20.526788  Re=  214.663497  Im=-49524.893185
n=85   E_DFT=   20.554461  Re=  -26.359986  Im=-86283.378312
n=86   E_DFT=   21.406838  Re=  277.731434  Im=-33335.509516
n=87   E_DFT=   21.420543  Re=  273.876366  Im=-51727.313253
n=88   E_DFT=   21.673206  Re=   -8.478159  Im=-129662.171351
n=89   E_DFT=   21.673824  Re=  -12.733480  Im=-132757.589475
n=90   E_DFT=   21.730669  Re=  282.648752  Im=151244.927750
n=91   E_DFT=   21.732629  Re=  283.250697  Im=148602.178719
n=92   E_DFT=   22.792822  Re= -572.531485  Im=727263.710248
n=93   E_DFT=   22.797310  Re= -584.972356  Im=711799.919031
n=94   E_DFT=   22.829911  Re= -171.429279  Im=-156422.352750
n=95   E_DFT=   22.891091  Re= -162.050723  Im=-149380.223926
n=96   E_DFT=   23.836684  Re=  275.056522  Im=-35032.072007
n=97   E_DFT=   23.839576  Re=  273.528277  Im=-32883.660446
n=98   E_DFT=   23.928702  Re=  -71.900124  Im=-363679.454470
n=99   E_DFT=   23.929768  Re=  -83.237098  Im=-356175.664782

k-point 15:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.468366  Re=  -47.407592  Im=-63314.082974
n=1    E_DFT=  -65.468363  Re=  -60.508146  Im=-69750.714549
n=2    E_DFT=  -42.219225  Re=  -66.071503  Im=-161273.066398
n=3    E_DFT=  -42.204416  Re=  -52.515146  Im=1832648.861525
n=4    E_DFT=  -39.715679  Re=  -47.951693  Im=-1011879.376602
n=5    E_DFT=  -39.696202  Re=  -51.088495  Im=576488.241621
n=6    E_DFT=  -39.570623  Re=  -65.438868  Im=-387636.899429
n=7    E_DFT=  -39.568905  Re=  -71.880328  Im=-5398.907290
n=8    E_DFT=  -17.545459  Re=   12.231147  Im=-21128.110666
n=9    E_DFT=  -17.506053  Re=   17.648062  Im=-28220.576665
n=10   E_DFT=  -17.368634  Re=   96.645716  Im=-554093.312686
n=11   E_DFT=  -17.365576  Re=  104.842756  Im=-538613.777422
n=12   E_DFT=  -10.630582  Re=  -65.505971  Im=-62304.117348
n=13   E_DFT=  -10.619141  Re=  -62.082530  Im=-78046.615032
n=14   E_DFT=  -10.254313  Re=  -80.713815  Im=-1370686.280924
n=15   E_DFT=  -10.244392  Re=  -85.373816  Im=-1424126.849498
n=16   E_DFT=   -9.147470  Re=   11.984252  Im=-149504.878345
n=17   E_DFT=   -9.142133  Re=   11.245984  Im=-152585.725270
n=18   E_DFT=   -8.577071  Re= -375.485063  Im=1991832.173183
n=19   E_DFT=   -8.560055  Re= -351.277341  Im=1934441.765763
n=20   E_DFT=   -7.703408  Re=    6.702100  Im=-787728.649978
n=21   E_DFT=   -7.638031  Re=    5.288315  Im=-880297.135913
n=22   E_DFT=   -7.117232  Re=  -60.348919  Im=507597.833910
n=23   E_DFT=   -7.105351  Re=  -55.377925  Im=571738.709746
n=24   E_DFT=   -5.867653  Re= -158.202364  Im=-1948362.469173
n=25   E_DFT=   -5.764840  Re= -167.108194  Im=-1833302.509253
n=26   E_DFT=   -3.108348  Re=  244.044872  Im=17929195.618772
n=27   E_DFT=   -3.088699  Re=  249.595666  Im=16865340.279902
n=28   E_DFT=   -2.527624  Re=    4.852875  Im=-12136114.261903
n=29   E_DFT=   -2.424766  Re=    2.971695  Im=-12998887.671481
n=30   E_DFT=   -2.018797  Re=  225.133854  Im=-1350489.325869
n=31   E_DFT=   -2.014002  Re=  204.041859  Im=-1514541.715009
n=32   E_DFT=   -0.900251  Re=  249.658085  Im=290122.743244
n=33   E_DFT=   -0.871188  Re=  255.306666  Im=246901.123574
n=34   E_DFT=    1.945954  Re=   -1.666894  Im=-7159.894547
n=35   E_DFT=    1.983571  Re=   -4.086320  Im=-39134.043688
n=36   E_DFT=    3.821254  Re=   19.682466  Im=757121.022053
n=37   E_DFT=    3.848376  Re=  -28.715032  Im=990887.982689
n=38   E_DFT=    3.878470  Re=  -13.890501  Im=805945.615455
n=39   E_DFT=    3.888886  Re=   25.518174  Im=484688.662021
n=40   E_DFT=    4.941519  Re=   25.759973  Im=-2970790.477741
n=41   E_DFT=    4.945467  Re=   32.061025  Im=-2908255.391008
n=42   E_DFT=    5.062526  Re=    5.615226  Im=872948.287888
n=43   E_DFT=    5.065571  Re=   -0.526479  Im=759258.028200
n=44   E_DFT=    5.970863  Re= -150.737919  Im=3288734.273197
n=45   E_DFT=    5.985592  Re= -162.501045  Im=3286220.841425
n=46   E_DFT=    7.712110  Re=    0.345489  Im=-530516.643060
n=47   E_DFT=    7.716256  Re=    1.650521  Im=-514027.095785
n=48   E_DFT=    8.225864  Re=   -4.065028  Im=738087.915959
n=49   E_DFT=    8.236310  Re=   -5.290093  Im=745538.576139
n=50   E_DFT=    9.059452  Re=  106.435012  Im=1603910.382768
n=51   E_DFT=    9.065223  Re=  102.173000  Im=1623951.292286
n=52   E_DFT=    9.639267  Re=  -30.800543  Im=-4534680.645456
n=53   E_DFT=    9.642214  Re=  -27.160935  Im=-4564133.918724
n=54   E_DFT=   10.407411  Re=   31.373369  Im=-748663.218702
n=55   E_DFT=   10.439780  Re=   30.102171  Im=-787049.586512
n=56   E_DFT=   11.974972  Re=   48.182108  Im=1814570.732118
n=57   E_DFT=   11.982248  Re=   44.129751  Im=1915521.332727
n=58   E_DFT=   13.134247  Re=   45.350461  Im=846424.548459
n=59   E_DFT=   13.137584  Re=   43.442447  Im=824483.366333
n=60   E_DFT=   13.174717  Re=   13.380816  Im=-298671.945260
n=61   E_DFT=   13.179384  Re=   16.311176  Im=-366542.042506
n=62   E_DFT=   14.314040  Re=   31.046089  Im=583242.236403
n=63   E_DFT=   14.317396  Re=   32.286290  Im=608084.925790
n=64   E_DFT=   14.782152  Re=   55.498403  Im=65340.787308
n=65   E_DFT=   14.823562  Re=   56.752488  Im=37495.972912
n=66   E_DFT=   15.868758  Re=   64.642720  Im=120106.946471
n=67   E_DFT=   15.902556  Re=   62.484953  Im=105488.674102
n=68   E_DFT=   16.231175  Re=   59.481852  Im=-101073.689855
n=69   E_DFT=   16.237870  Re=   58.631176  Im=-100364.149625
n=70   E_DFT=   16.957433  Re=  -46.308246  Im=743074.122158
n=71   E_DFT=   16.962788  Re=  -41.997568  Im=774048.290340
n=72   E_DFT=   17.403832  Re=   58.201564  Im=433974.178347
n=73   E_DFT=   17.455879  Re=   63.680420  Im=483303.715889
n=74   E_DFT=   17.926378  Re=   43.810909  Im=351472.822135
n=75   E_DFT=   17.928274  Re=   52.185895  Im=328909.804346
n=76   E_DFT=   18.305840  Re=   78.734662  Im=-1921358.103763
n=77   E_DFT=   18.308607  Re=   80.088382  Im=-1923199.793178
n=78   E_DFT=   19.025693  Re=  120.107741  Im=-384168.414200
n=79   E_DFT=   19.025789  Re=  122.572360  Im=-372356.392360
n=80   E_DFT=   19.939287  Re=  112.914889  Im=103891.241798
n=81   E_DFT=   19.940015  Re=  115.912870  Im=123410.641139
n=82   E_DFT=   19.999147  Re=  138.739493  Im=2204412.233066
n=83   E_DFT=   20.005207  Re=  140.713338  Im=2191623.002790
n=84   E_DFT=   21.135561  Re=  216.203007  Im=419983.216022
n=85   E_DFT=   21.153869  Re=  217.183659  Im=436321.552889
n=86   E_DFT=   21.528341  Re=   91.989640  Im=1208798.527696
n=87   E_DFT=   21.532865  Re=   91.396271  Im=1226591.884140
n=88   E_DFT=   22.096326  Re=   54.935811  Im=58568.120067
n=89   E_DFT=   22.098251  Re=   57.839011  Im=-11361.190903
n=90   E_DFT=   22.640344  Re=  221.278373  Im=-802068.165771
n=91   E_DFT=   22.645731  Re=  227.051888  Im=-813420.017705
n=92   E_DFT=   22.798633  Re=  206.021355  Im=264002.222667
n=93   E_DFT=   22.799410  Re=  195.430519  Im=347854.283994
n=94   E_DFT=   23.679960  Re=   74.040957  Im=-902001.650174
n=95   E_DFT=   23.683921  Re=   76.879621  Im=-896889.610830
n=96   E_DFT=   23.952070  Re=   98.974252  Im=653902.875181
n=97   E_DFT=   23.979217  Re=   98.526114  Im=754688.850186
n=98   E_DFT=   24.160328  Re=  191.421134  Im=-553994.387387
n=99   E_DFT=   24.160695  Re=  189.120044  Im=-595484.962300

k-point 16:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.505204  Re=  -41.121656  Im=120205.665253
n=1    E_DFT=  -65.505204  Re=  -44.679715  Im=125864.602448
n=2    E_DFT=  -42.186763  Re=  -77.113984  Im=-1119089.057089
n=3    E_DFT=  -42.186763  Re= -109.705792  Im=2746039.457338
n=4    E_DFT=  -39.675142  Re=  -97.734476  Im=-867850.325040
n=5    E_DFT=  -39.675142  Re= -120.804261  Im=892351.321192
n=6    E_DFT=  -39.538431  Re=  -59.496461  Im=-1030802.542867
n=7    E_DFT=  -39.538431  Re=  -82.284623  Im=742044.957924
n=8    E_DFT=  -18.072901  Re=  171.917214  Im=-344504.744304
n=9    E_DFT=  -18.072901  Re=  156.091863  Im=-353167.109241
n=10   E_DFT=  -17.618190  Re=  521.816946  Im=325338.045552
n=11   E_DFT=  -17.618190  Re=  524.061333  Im=296173.093574
n=12   E_DFT=  -10.544596  Re= -307.625916  Im=836239.535434
n=13   E_DFT=  -10.544596  Re= -316.303160  Im=908386.766601
n=14   E_DFT=   -9.558852  Re= -167.922478  Im=-866817.745131
n=15   E_DFT=   -9.558852  Re= -138.600876  Im=-882534.593047
n=16   E_DFT=   -9.179242  Re=  454.376651  Im= 7947.483695
n=17   E_DFT=   -9.179241  Re=  449.497767  Im=106129.782550
n=18   E_DFT=   -8.134623  Re=-1925.285007  Im=15924.808918
n=19   E_DFT=   -8.134623  Re=-1959.969417  Im=-46079.547012
n=20   E_DFT=   -7.026309  Re= -699.488342  Im=1160097.319373
n=21   E_DFT=   -7.026309  Re= -723.061179  Im=1045563.033230
n=22   E_DFT=   -6.612785  Re=  159.752187  Im=-123248.855868
n=23   E_DFT=   -6.612784  Re= -183.984529  Im=-50303.603417
n=24   E_DFT=   -6.332717  Re=   24.158295  Im=-2200451.721635
n=25   E_DFT=   -6.332716  Re= -419.997931  Im=-1760531.195094
